I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
80.00000000000036,140.00000000000063,60.00000000000027,-110.00000000000048,-0.0,100.00000000000044,-0.0,-0.0,-90.0000000000004,-70.00000000000031,-0.0,-0.0
80.00000000000036,150.00000000000065,60.00000000000027,-110.00000000000048,-0.0,100.00000000000044,-60.00000000000027,-100.00000000000044,-100.00000000000044,-70.00000000000031,-40.00000000000018,-20.00000000000009
90.0000000000004,150.00000000000065,60.00000000000027,-120.00000000000054,10.000000000000044,100.00000000000044,-60.00000000000027,-100.00000000000044,-100.00000000000044,-80.00000000000036,-40.00000000000018,-30.000000000000135
90.0000000000004,150.00000000000065,60.00000000000027,-110.00000000000048,10.000000000000044,100.00000000000044,-60.00000000000027,-110.00000000000048,-110.00000000000048,-80.00000000000036,-40.00000000000018,-30.000000000000135
90.0000000000004,150.00000000000065,50.00000000000022,-110.00000000000048,10.000000000000044,100.00000000000044,-60.00000000000027,-110.00000000000048,-120.00000000000054,-80.00000000000036,-50.00000000000022,-30.000000000000135
90.0000000000004,140.00000000000063,50.00000000000022,-110.00000000000048,10.000000000000044,100.00000000000044,-60.00000000000027,-110.00000000000048,-120.00000000000054,-80.00000000000036,-50.00000000000022,-30.000000000000135
90.0000000000004,140.00000000000063,50.00000000000022,-110.00000000000048,10.000000000000044,90.0000000000004,-60.00000000000027,-110.00000000000048,-130.00000000000057,-80.00000000000036,-50.00000000000022,-40.00000000000018
80.00000000000036,140.00000000000063,40.00000000000018,-110.00000000000048,10.000000000000044,90.0000000000004,-50.00000000000022,-110.00000000000048,-130.00000000000057,-80.00000000000036,-50.00000000000022,-40.00000000000018
80.00000000000036,130.00000000000057,40.00000000000018,-100.00000000000044,10.000000000000044,80.00000000000036,-60.00000000000027,-110.00000000000048,-140.00000000000063,-80.00000000000036,-50.00000000000022,-40.00000000000018
80.00000000000036,120.00000000000054,30.000000000000135,-100.00000000000044,20.00000000000009,70.00000000000031,-60.00000000000027,-110.00000000000048,-180.0000000000008,-180.0000000000008,-50.00000000000022,-40.00000000000018
70.00000000000031,110.00000000000048,20.00000000000009,-90.0000000000004,20.00000000000009,60.00000000000027,-180.0000000000008,-180.0000000000008,-190.00000000000085,-190.00000000000085,-180.0000000000008,-180.0000000000008
70.00000000000031,100.00000000000044,10.000000000000044,-80.00000000000036,20.00000000000009,50.00000000000022,-190.00000000000085,-190.00000000000085,-210.00000000000094,-210.00000000000094,-190.00000000000085,-190.00000000000085
70.00000000000031,90.0000000000004,-0.0,-70.00000000000031,30.000000000000135,40.00000000000018,-210.00000000000094,-210.00000000000094,-220.00000000000097,-220.00000000000097,-210.00000000000094,-210.00000000000094
60.00000000000027,70.00000000000031,-0.0,-70.00000000000031,30.000000000000135,20.00000000000009,-220.00000000000097,-220.00000000000097,-240.00000000000108,-240.00000000000108,-220.00000000000097,-220.00000000000097
60.00000000000027,60.00000000000027,-0.0,-60.00000000000027,30.000000000000135,20.00000000000009,-240.00000000000108,-240.00000000000108,-260.00000000000114,-260.00000000000114,-240.00000000000108,-240.00000000000108
60.00000000000027,50.00000000000022,-10.000000000000044,-50.00000000000022,30.000000000000135,10.000000000000044,-260.00000000000114,-260.00000000000114,-290.0000000000013,-290.0000000000013,-260.00000000000114,-260.00000000000114
50.00000000000022,40.00000000000018,-10.000000000000044,-40.00000000000018,30.000000000000135,-0.0,-290.0000000000013,-290.0000000000013,-320.0000000000014,-320.0000000000014,-290.0000000000013,-290.0000000000013
40.00000000000018,30.000000000000135,-10.000000000000044,-40.00000000000018,30.000000000000135,-0.0,-320.0000000000014,-320.0000000000014,-350.00000000000153,-350.00000000000153,-320.0000000000014,-320.0000000000014
30.000000000000135,20.00000000000009,-10.000000000000044,-30.000000000000135,20.00000000000009,-0.0,-350.00000000000153,-350.00000000000153,-360.0000000000016,-360.0000000000016,-350.00000000000153,-350.00000000000153
20.00000000000009,20.00000000000009,-10.000000000000044,-20.00000000000009,10.000000000000044,-0.0,-360.0000000000016,-360.0000000000016,-380.0000000000017,-380.0000000000017,-360.0000000000016,-360.0000000000016
10.000000000000044,10.000000000000044,-0.0,-10.000000000000044,10.000000000000044,-0.0,-380.0000000000017,-380.0000000000017,-400.00000000000176,-400.00000000000176,-380.0000000000017,-380.0000000000017
10.000000000000044,10.000000000000044,-0.0,-10.000000000000044,-0.0,-0.0,-400.00000000000176,-400.00000000000176,-380.0000000000017,-380.0000000000017,-400.00000000000176,-400.00000000000176
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-380.0000000000017,-380.0000000000017,-360.0000000000016,-360.0000000000016,-380.0000000000017,-380.0000000000017
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-330.0000000000015,-360.0000000000016,-350.00000000000153,-350.00000000000153,-360.0000000000016,-360.0000000000016
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-350.00000000000153,-350.00000000000153,-320.0000000000014,-320.0000000000014,-350.00000000000153,-350.00000000000153
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-320.0000000000014,-260.00000000000114,-290.0000000000013,-290.0000000000013,-320.0000000000014,-320.0000000000014
