I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-10.000000000000044,-0.0,20.00000000000009,-0.0,-20.00000000000009,10.000000000000044,-0.0,-0.0,270.0000000000012,250.0000000000011,-0.0,-0.0
-10.000000000000044,-0.0,30.000000000000135,-0.0,-20.00000000000009,20.00000000000009,-0.0,240.00000000000108,240.00000000000108,230.00000000000102,190.00000000000085,130.00000000000057
-10.000000000000044,10.000000000000044,30.000000000000135,-0.0,-20.00000000000009,20.00000000000009,-0.0,210.00000000000094,210.00000000000094,200.00000000000088,170.00000000000077,120.00000000000054
-10.000000000000044,10.000000000000044,30.000000000000135,-0.0,-20.00000000000009,30.000000000000135,-0.0,180.0000000000008,180.0000000000008,170.00000000000077,150.00000000000065,100.00000000000044
-10.000000000000044,20.00000000000009,40.00000000000018,-10.000000000000044,-20.00000000000009,40.00000000000018,-0.0,150.00000000000065,150.00000000000065,140.00000000000063,130.00000000000057,90.0000000000004
-0.0,30.000000000000135,50.00000000000022,-20.00000000000009,-20.00000000000009,50.00000000000022,-0.0,130.00000000000057,120.00000000000054,120.00000000000054,110.00000000000048,80.00000000000036
-0.0,40.00000000000018,50.00000000000022,-20.00000000000009,-30.000000000000135,50.00000000000022,-0.0,110.00000000000048,100.00000000000044,100.00000000000044,90.0000000000004,60.00000000000027
-0.0,50.00000000000022,70.00000000000031,-30.000000000000135,-30.000000000000135,60.00000000000027,-0.0,90.0000000000004,80.00000000000036,80.00000000000036,80.00000000000036,50.00000000000022
-0.0,60.00000000000027,70.00000000000031,-40.00000000000018,-30.000000000000135,70.00000000000031,-0.0,70.00000000000031,70.00000000000031,60.00000000000027,60.00000000000027,40.00000000000018
-0.0,70.00000000000031,80.00000000000036,-40.00000000000018,-30.000000000000135,80.00000000000036,-0.0,60.00000000000027,50.00000000000022,50.00000000000022,50.00000000000022,30.000000000000135
-0.0,80.00000000000036,90.0000000000004,-50.00000000000022,-40.00000000000018,90.0000000000004,-0.0,50.00000000000022,40.00000000000018,40.00000000000018,40.00000000000018,20.00000000000009
10.000000000000044,90.0000000000004,90.0000000000004,-60.00000000000027,-30.000000000000135,100.00000000000044,10.000000000000044,40.00000000000018,30.000000000000135,30.000000000000135,30.000000000000135,10.000000000000044
