I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-10.000000000000044,-40.00000000000018,-30.000000000000135,20.00000000000009,10.000000000000044,-40.00000000000018,-0.0,-0.0,-80.00000000000036,-20.00000000000009,-0.0,-0.0
-10.000000000000044,-40.00000000000018,-30.000000000000135,30.000000000000135,-0.0,-40.00000000000018,-50.00000000000022,-90.0000000000004,-90.0000000000004,-30.000000000000135,-0.0,-0.0
-20.00000000000009,-50.00000000000022,-30.000000000000135,30.000000000000135,-0.0,-40.00000000000018,-50.00000000000022,-90.0000000000004,-90.0000000000004,-40.00000000000018,-10.000000000000044,-0.0
-30.000000000000135,-50.00000000000022,-20.00000000000009,40.00000000000018,-0.0,-40.00000000000018,-50.00000000000022,-100.00000000000044,-100.00000000000044,-50.00000000000022,-20.00000000000009,-0.0
-40.00000000000018,-60.00000000000027,-20.00000000000009,50.00000000000022,-0.0,-40.00000000000018,-50.00000000000022,-100.00000000000044,-100.00000000000044,-60.00000000000027,-30.000000000000135,-20.00000000000009
-40.00000000000018,-60.00000000000027,-10.000000000000044,50.00000000000022,-10.000000000000044,-40.00000000000018,-40.00000000000018,-100.00000000000044,-100.00000000000044,-60.00000000000027,-40.00000000000018,-30.000000000000135
-50.00000000000022,-60.00000000000027,-10.000000000000044,60.00000000000027,-10.000000000000044,-40.00000000000018,-50.00000000000022,-100.00000000000044,-100.00000000000044,-60.00000000000027,-40.00000000000018,-30.000000000000135
-50.00000000000022,-70.00000000000031,-10.000000000000044,60.00000000000027,-10.000000000000044,-40.00000000000018,-40.00000000000018,-100.00000000000044,-100.00000000000044,-60.00000000000027,-40.00000000000018,-30.000000000000135
-50.00000000000022,-70.00000000000031,-10.000000000000044,60.00000000000027,-10.000000000000044,-40.00000000000018,-40.00000000000018,-90.0000000000004,-90.0000000000004,-50.00000000000022,-40.00000000000018,-30.000000000000135
-50.00000000000022,-70.00000000000031,-10.000000000000044,60.00000000000027,-10.000000000000044,-40.00000000000018,-40.00000000000018,-90.0000000000004,-180.0000000000008,-180.0000000000008,-40.00000000000018,-30.000000000000135
