I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
20.00000000000009,30.000000000000135,-0.0,-20.00000000000009,10.000000000000044,-0.0,-0.0,-0.0,10.000000000000044,-0.0,-0.0,-0.0
10.000000000000044,20.00000000000009,-0.0,-20.00000000000009,10.000000000000044,-0.0,20.00000000000009,20.00000000000009,20.00000000000009,-0.0,-0.0,-0.0
10.000000000000044,10.000000000000044,-0.0,-10.000000000000044,-0.0,-0.0,10.000000000000044,20.00000000000009,20.00000000000009,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.000000000000044,20.00000000000009,30.000000000000135,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.000000000000044,20.00000000000009,30.000000000000135,10.000000000000044,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.000000000000044,30.000000000000135,40.00000000000018,20.00000000000009,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.000000000000044,30.000000000000135,50.00000000000022,20.00000000000009,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.000000000000044,40.00000000000018,60.00000000000027,40.00000000000018,10.000000000000044,-0.0
10.000000000000044,-0.0,-10.000000000000044,-0.0,10.000000000000044,-0.0,10.000000000000044,40.00000000000018,70.00000000000031,40.00000000000018,20.00000000000009,-0.0
10.000000000000044,-0.0,-10.000000000000044,-10.000000000000044,10.000000000000044,-0.0,10.000000000000044,50.00000000000022,80.00000000000036,50.00000000000022,30.000000000000135,-0.0
20.00000000000009,-0.0,-20.00000000000009,-10.000000000000044,20.00000000000009,-0.0,10.000000000000044,60.00000000000027,80.00000000000036,50.00000000000022,30.000000000000135,10.000000000000044
20.00000000000009,-0.0,-20.00000000000009,-10.000000000000044,20.00000000000009,-0.0,-0.0,60.00000000000027,90.0000000000004,60.00000000000027,30.000000000000135,10.000000000000044
20.00000000000009,-0.0,-10.000000000000044,-20.00000000000009,10.000000000000044,-0.0,-0.0,60.00000000000027,90.0000000000004,60.00000000000027,40.00000000000018,10.000000000000044
20.00000000000009,10.000000000000044,-10.000000000000044,-10.000000000000044,10.000000000000044,-0.0,-0.0,60.00000000000027,90.0000000000004,60.00000000000027,40.00000000000018,10.000000000000044
20.00000000000009,10.000000000000044,-10.000000000000044,-10.000000000000044,10.000000000000044,-0.0,-0.0,70.00000000000031,100.00000000000044,70.00000000000031,40.00000000000018,10.000000000000044
20.00000000000009,-0.0,-10.000000000000044,-10.000000000000044,10.000000000000044,-0.0,-0.0,70.00000000000031,100.00000000000044,70.00000000000031,40.00000000000018,10.000000000000044
20.00000000000009,-0.0,-20.00000000000009,-10.000000000000044,20.00000000000009,-0.0,-0.0,70.00000000000031,100.00000000000044,80.00000000000036,50.00000000000022,10.000000000000044
20.00000000000009,-0.0,-20.00000000000009,-10.000000000000044,20.00000000000009,-10.000000000000044,-0.0,70.00000000000031,110.00000000000048,80.00000000000036,60.00000000000027,10.000000000000044
20.00000000000009,-0.0,-20.00000000000009,-10.000000000000044,20.00000000000009,-10.000000000000044,-0.0,70.00000000000031,110.00000000000048,90.0000000000004,60.00000000000027,20.00000000000009
20.00000000000009,-0.0,-20.00000000000009,-10.000000000000044,20.00000000000009,-10.000000000000044,-0.0,80.00000000000036,110.00000000000048,90.0000000000004,70.00000000000031,20.00000000000009
20.00000000000009,-0.0,-10.000000000000044,-10.000000000000044,10.000000000000044,-0.0,-0.0,70.00000000000031,120.00000000000054,90.0000000000004,70.00000000000031,20.00000000000009
10.000000000000044,-0.0,-10.000000000000044,-10.000000000000044,10.000000000000044,-0.0,-0.0,70.00000000000031,120.00000000000054,100.00000000000044,80.00000000000036,20.00000000000009
10.000000000000044,-0.0,-0.0,-10.000000000000044,10.000000000000044,-0.0,-10.000000000000044,70.00000000000031,120.00000000000054,100.00000000000044,80.00000000000036,20.00000000000009
10.000000000000044,-0.0,-0.0,-10.000000000000044,10.000000000000044,-0.0,-20.00000000000009,70.00000000000031,120.00000000000054,100.00000000000044,90.0000000000004,30.000000000000135
20.00000000000009,10.000000000000044,-0.0,-20.00000000000009,10.000000000000044,-0.0,-20.00000000000009,70.00000000000031,130.00000000000057,110.00000000000048,90.0000000000004,30.000000000000135
20.00000000000009,10.000000000000044,-0.0,-20.00000000000009,10.000000000000044,-0.0,-20.00000000000009,70.00000000000031,130.00000000000057,120.00000000000054,100.00000000000044,30.000000000000135
30.000000000000135,10.000000000000044,-10.000000000000044,-20.00000000000009,20.00000000000009,-0.0,-30.000000000000135,70.00000000000031,140.00000000000063,130.00000000000057,110.00000000000048,40.00000000000018
30.000000000000135,10.000000000000044,-10.000000000000044,-20.00000000000009,20.00000000000009,-0.0,-30.000000000000135,70.00000000000031,140.00000000000063,140.00000000000063,130.00000000000057,40.00000000000018
20.00000000000009,10.000000000000044,-10.000000000000044,-20.00000000000009,20.00000000000009,-0.0,-40.00000000000018,70.00000000000031,150.00000000000065,150.00000000000065,140.00000000000063,50.00000000000022
